Ticker,Name,Exchange,Category
PAGEIND.NS,Page Industries Limited,NSI,Textile - Apparel Clothing
PACIFICI.BO,Pacific Industries Limited,BSE,
PAGEIND.BO,Page Industries Limited,BSE,
PANAMAPET.BO,PANAMA PETROCHEM LTD.,BSE,
RAINBOWPAP.NS,Rainbow Papers Limited,NSI,Paper & Paper Products
SIMPLXPAP.BO,Simplex Papers Ltd.,BSE,
SIBARAUT.BO,Sibar Auto Parts Ltd,BSE,
PANKAJPIYUS.BO,Pankaj Piyush Trade & Inv. Ltd,BSE,
PARSVNATH.NS,Parsvnath Developers Limited,NSI,
PANINDIAC.BO,PAN India Corporation Ltd.,BSE,
PANCARBON.BO,PANASONIC CARBON INDIA CO.LTD.,BSE,
PATSPINLTD.BO,PATSPIN INDIA LTD.,BSE,
PANCHMAHQ.BO,"Panchmahal Steels, Ltd.",BSE,
PARACABLES.BO,PARAMOUNT COMMUNICATIONS LTD.,BSE,
SPECIAPP.BO,Speciality Papers Ltd.,BSE,
SHALPAINTS.NS,Shalimar Paints Limited,NSI,Chemicals - Major Diversified
PADMAIND.BO,Padmanabh Industries Ltd,BSE,
STARPAPER.BO,STAR PAPER MILLS LTD.,BSE,
PADMALAYAT.BO,PADMALAYA TELEFILMS LTD.,BSE,
PARSVNATH.BO,Parsvnath Developers Limited,BSE,
SHALPAINTS.BO,SHALIMAR PAINTS LTD.,BSE,
PARACABLES.NS,Paramount Communications Limited,NSI,Communication Equipment
PANAFIC.BO,PANAFIC INDUSTRIALS LTD,BSE,
INNOVTEC.BO,Innovative Tech Pack Ltd.,BSE,
PANAENERG.BO,Panasonic Energy India Company Limited,BSE,
SUPRBPA.BO,SUPERB PAPERS LTD.,BSE,
PANAMAPET.NS,Panama Petrochem Limited,NSI,Oil & Gas Refining & Marketing
PARMCOS-B.BO,Paramount Cosmetics (India) Limited,BSE,
STARPAPER.NS,Star Paper Mills Limited,NSI,Paper & Paper Products
SOMAPPR.BO,Soma Papers and Industries Limited,BSE,
TCPLPACK.BO,TCPL Packaging Limited,BSE,
PBAINFRA.NS,PBA Infrastructure Limited,NSI,General Contractors
PBMPOLY.BO,PBM Polytex Limited,BSE,
PCS.BO,PCS Technology Limited,BSE,
PDMJEPAPER.NS,Pudumjee Paper Products Limited,NSI,Packaging & Containers
PDMJEPAPER.BO,Pudumjee Paper Products Limite,BSE,
PDUMJEIND.BO,PUDUMJEE INDUSTRIES LTD.,BSE,
SPIC.NS,Southern Petrochemical Industries Corporation Limited,NSI,Agricultural Chemicals
CONTPTR.BO,Continental Petroleums Ltd.,BSE,
RAMAPETRO.BO,RAMA PETROCHEMICALS LTD.,BSE,
PERMAGN.BO,Permanent Magnets Limited,BSE,
PEL.BO,PIRAMAL ENTERPRISES LTD.,BSE,
TNPETRO.BO,Tamilnadu Petroproducts Ltd.,BSE,
RAJSPTR.BO,Rajasthan Petro Synthetics Limited,BSE,
PEARLPOLY.BO,PEARL POLYMERS LTD.,BSE,
SARLAPOLY.BO,SARLA PERFORMANCE FIBERS LTD.,BSE,
PETPLST.BO,PET PLASTICS LTD.,BSE,
SPIC.BO,SOUTHERN PETROCHEMICALS LTD.,BSE,
PEARLPOLY.NS,Pearl Polymers Limited,NSI,Packaging & Containers
PENIND.NS,Pennar Industries Limited,NSI,Steel & Iron
PARASPETRO.NS,Paras Petrofils Ltd,NSI,Textile Industrial
CHENNPETRO.NS,Chennai Petroleum Corporation Limited,NSI,Oil & Gas Refining & Marketing
PERSISTENT.NS,Persistent Systems Limited,NSI,Business Software & Services
PEETISEC.BO,Peeti Securities Ltd,BSE,
CHENNPETRO.BO,Chennai Petroleum Corporation Ltd,BSE,
TNPETRO.NS,Tamilnadu Petroproducts Limited,NSI,Chemicals - Major Diversified
CONFIPET.BO,Confidence Petroleum India Ltd.,BSE,
PERFEPA.BO,Perfectpac Ltd.,BSE,
PENIND.BO,PENNAR INDUSTRIES LTD.,BSE,
MANALIPETC.NS,Manali Petrochemicals Limited,NSI,Chemicals - Major Diversified
PFIZER.NS,Pfizer Limited,NSI,Drug Manufacturers - Major
PFC.BO,Power Finance Corporation Limited,BSE,
PFIZER.BO,Pfizer Limited,BSE,
SMSPHARMA.NS,SMS Pharmaceuticals Limited,NSI,Drug Manufacturers - Major
SMSPHARMA.BO,SMS Pharmaceuticals Limited,BSE,
PHARMAID.BO,Pharmaids Pharmaceuticals Ltd.,BSE,
SUNPHARMA.BO,Sun Pharmaceutical Industries Limited,BSE,
PHCAP.BO,PH Capital Ltd.,BSE,
BACPHAR.BO,Bacil Pharma Ltd,BSE,
TORNTPHARM.NS,Torrent Pharmaceuticals Limited,NSI,Drug Manufacturers - Major
TORNTPHARM.BO,TORRENT PHARMACEUTICALS LTD.,BSE,
VISTAPH.BO,Vista Pharmaceuticals Limited,BSE,
SANDUPHQ.BO,Sandu Pharmaceuticals Limited,BSE,
RAMAPHO.BO,Rama Phosphates Limited,BSE,
PHOENXINTL.BO,PHOENIX INTERNATIONAL LTD.,BSE,
SAMRATPH.BO,Samrat Pharmachem Limited,BSE,
BAFNAPHARM.BO,BAFNA PHARMACEUTICALS LTD.,BSE,
PHOENIXTN.BO,PHOENIX TOWNSHIP LTD,BSE,
PHRMASI.BO,Phaarmasia Limited,BSE,
BALPHARMA.NS,Bal Pharma Limited,NSI,Drugs - Generic
BALPHARMA.BO,BAL PHARMA LTD.,BSE,
LINCOLN.NS,LINCOLN PHARMA LTD INR10,NSI,
PHOTON.BO,Photon Capital Advisors Ltd.,BSE,
PHYTO.BO,Phyto Chem (India) Limited,BSE,
AUROPHARMA.BO,AUROBINDO PHARMA LTD.,BSE,
PIXTRANS.BO,Pix Transmissions Ltd.,BSE,
PIONRINV.BO,Pioneer Investcorp Limited,BSE,
PIIND.NS,PI Industries Limited,NSI,Agricultural Chemicals
PIDILITIND.BO,Pidilite Industries Limited,BSE,
PILANIINVS.NS,Pilani Investment and Industries Corporation Limited,NSI,Asset Management
PODARPIGQ.BO,Poddar Pigments Limited,BSE,
PINKCHM.BO,PINKY CHEMICALS LTD.,BSE,
TEXMOPIPES.BO,Texmo Pipes and Products Limited,BSE,
PIIND.BO,P.I.INDUSTRIES LTD.,BSE,
ULTRAMAR.BO,Ultramarine & Pigments Ltd.,BSE,
PIDILITIND.NS,Pidilite Industries Limited,NSI,Specialty Chemicals
TEXMOPIPES.NS,Texmo Pipes and Products Limited,NSI,Rubber & Plastics
SANDPLAST.BO,Sand Plast India Ltd,BSE,
PROMACT.BO,Promact Plastics Limited,BSE,
PRIMAPLA.BO,Prima Plastics Ltd.,BSE,
PLASTIBLEN.NS,Plastiblends India Ltd.,NSI,Specialty Chemicals
TAINWALCHM.BO,TAINWALA CHEMICALS & PLASTICS,BSE,
PMTELELIN.BO,PM Telelinnks Ltd,BSE,
PNCINFRA.NS,PNC Infratech Limited,NSI,Heavy Construction
PNCINFRA.BO,PNC Infratech Limited,BSE,
POLYPLEX.BO,Polyplex Corporation Limited,BSE,
SWADPOL.BO,Swadeshi Polytex Ltd.,BSE,
TIJARIA.BO,TIJARIA POLYPIPES LTD.,BSE,
RTSPOWR.BO,RTS Power Corporation Ltd.,BSE,
STARLIT.BO,Starlit Power Systems Limited,BSE,
PONNIERODE.NS,Ponni Sugars (Erode) Limited,NSI,Confectioners
PREMIERPOL.NS,Premier Polyfilm Ltd.,NSI,Rubber & Plastics
POLSON.BO,Polson Ltd.,BSE,
POLYMED.BO,POLY MEDICURE LTD.,BSE,
RAMGOPOLY.BO,RAMGOPAL POLYTEX LTD.,BSE,
POLYTEX.BO,POLYTEX INDIA LTD.,BSE,
POLYPLEX.NS,Polyplex Corporation Limited,NSI,Packaging & Containers
HONDAPOWER.NS,Honda Siel Power Products Limited,NSI,Diversified Machinery
PONNIERODE.BO,PONNI SUGARS (ERODE) LTD.,BSE,
POLYCHMP.BO,"Polymechplast Machines, Ltd.",BSE,
RPOWER.NS,Reliance Power Limited,NSI,Diversified Utilities
VARDMNPOLY.NS,Vardhman Polytex Limited,NSI,Textile Industrial
POKARNA.BO,Pokarna Ltd.,BSE,
SURYACHAKRA.BO,Suryachakra Power Corporation Limited,BSE,
TORNTPOWER.NS,Torrent Power Limited,NSI,Electric Utilities
RTNPOWER.BO,RATTANINDIA POWER LTD.,BSE,
RTNPOWER.NS,RattanIndia Power Limited,NSI,Electric Utilities
SEPOWER.BO,S.E. POWER LTD.,BSE,
PREMIERPOL.BO,PREMIER POLYFILM LTD.,BSE,
TORNTPOWER.BO,TORRENT POWER LTD.,BSE,
SEPOWER.NS,S. E. Power Limited,NSI,Electric Utilities
POEL.BO,POCL ENTERPRISES LTD,BSE,
POWERMECH.NS,Power Mech Projects Limited,NSI,General Contractors
MIDEASTP.BO,Mideast Portfolio Management Limited,BSE,
SPYL.BO,SHEKHAWATI POLY-YARN LTD.,BSE,
TDPOWERSYS.BO,T D POWER SYSTEMS LTD.,BSE,
VIVIDHA.NS,Visagar Polytex Limited,NSI,Textile Industrial
SPYL.NS,Shekhawati Poly-Yarn Limited,NSI,Textile Industrial
CAREERP.BO,CAREER POINT LTD.,BSE,
CAREERP.NS,Career Point Limited,NSI,Education & Training Services
HONDAPOWER.BO,HONDA SIEL POWER PRODUCTS LTD.,BSE,
VARDMNPOLY.BO,VARDHMAN POLYTEX LTD.,BSE,
POLYCHEM.BO,Polychem Ltd.,BSE,
TATAPOWER.NS,The Tata Power Company Limited,NSI,Diversified Utilities
TDPOWERSYS.NS,TD Power Systems Limited,NSI,Diversified Machinery
POLYLINK.BO,Polylink Polymers ( India ) Limited,BSE,
SHALPRO.BO,Shalimar Productions Limited,BSE,
PREMIER.NS,Premier Limited,NSI,Diversified Machinery
PREMIER.BO,Premier Ltd.,BSE,
CONTROLPR.BO,Control Print Ltd,BSE,
SADBHIN.BO,Sadbhav Infrastructure Project,BSE,
PURVA.NS,Puravankara Limited,NSI,General Contractors
CHANDRAP.BO,Chandra Prabhu International Ltd.,BSE,
PRECISION.BO,Precision Containeurs Limited,BSE,
SAGARPROD.BO,SAGAR PRODUCTIONS LIMITED,BSE,
PURVA.BO,Puravankara Projects Limited,BSE,
PRIMAIN.BO,PRIMA INDUSTRIES LTD.,BSE,
RPPINFRA.BO,RPP INFRA PROJECTS LTD.,BSE,
PRIMIND.BO,Prime Industries Ltd.,BSE,
PRESSURS.BO,Pressure Sensitive Systems (India) Ltd.,BSE,
TTKPRESTIG.NS,TTK Prestige Limited,NSI,Home Furnishings & Fixtures
PRIYALT.BO,Priya Ltd.,BSE,
PRAKASHSTL.NS,Prakash Steelage Limited,NSI,Steel & Iron
PRECWIRE.BO,Precision Wires India Ltd.,BSE,
SATRAPROP.BO,Satra Properties India Ltd,BSE,
PREMSYN.BO,Premier Synthetics Ltd.,BSE,
INVPRECQ.BO,Investment & Precision Castings Ltd,BSE,
SHAKTIPR.BO,Shakti Press Limited,BSE,
PROZONINTU.BO,PROZONINTU,BSE,
PRECAM.BO,Precision Camshafts Limited,BSE,
PSL.NS,PSL Limited,NSI,Metal Fabrication
PSB.BO,PUNJAB & SIND BANK,BSE,
PSB.NS,Punjab & Sind Bank,NSI,Money Center Banks
PTCIL.BO,PTC Industries Ltd.,BSE,
PTC.NS,PTC India Limited,NSI,Diversified Utilities
PTC.BO,PTC India Limited,BSE,
PTL.NS,PTL Enterprises Limited,NSI,Hospitals
PUSHPIN.BO,PUSHPSONS INDUSTRIES LTD.,BSE,
PUNJCOMMU.BO,Punjab Communications Ltd.,BSE,
SHAKTIPUMP.NS,Shakti Pumps (India) Limited,NSI,Diversified Machinery
SHAKTIPUMP.BO,SHAKTI PUMPS (INDIA) LTD.,BSE,
ROTO.BO,Roto Pumps Limited,BSE,
PVR.NS,PVR Limited,NSI,Entertainment - Diversified
PVVINFRA.BO,PVV Infra Limited,BSE,
PVP.NS,PVP Ventures Limited,NSI,Real Estate Development
PWASML.BO,Prakash Woollen & Synthetic Mi,BSE,
RANASUG.NS,Rana Sugars Limited,NSI,Confectioners
RAMKY.NS,Ramky Infrastructure Limited,NSI,General Contractors
RAMCOSYS.BO,Ramco Systems Limited,BSE,
RAMCOIND.BO,Ramco Industries Limited,BSE,
RAJVIR.NS,Rajvir Industries Limited,NSI,Textile Industrial
INGERRAND.NS,Ingersoll-Rand (India) Limited,NSI,Diversified Machinery
RAMASTEEL.NS,Rama Steel Tubes Limited,NSI,Steel & Iron
INDORAMA.BO,INDO RAMA SYNTHETICS (INDIA) L,BSE,
RAINBOWDQ.BO,Rainbow Denim Ltd.,BSE,
RADIXIND.BO,RADIX INDUSTRIES (INDIA) LIMIT,BSE,
RAYMOND.NS,Raymond Limited,NSI,Textile Industrial
RAMSARUP.NS,Ramsarup Industries Limited,NSI,Steel & Iron
RML.BO,RANE (MADRAS) LTD.,BSE,
RAGHUTOB.BO,R T C L Limited,BSE,
RAP.BO,Rap Media Ltd.,BSE,
RAMAVISION.BO,RAMA VISION LTD.,BSE,
RCL.BO,Radhagobind Commercial Limited,BSE,
INDORAMA.NS,Indo Rama Synthetics (India) Limited,NSI,Textile Industrial
RANEENGINE.BO,RANE ENGINE VALVE LTD.,BSE,
RAJKSYN.BO,Rajkamal Synthetics Ltd.,BSE,
RAMINFO.BO,Raminfo Limited,BSE,
RALLIS.NS,Rallis India Limited,NSI,Agricultural Chemicals
RATNAMANI.BO,RATNAMANI METALS & TUBES LTD.,BSE,
RAJPALAYAM.BO,RAJAPALAYAM MILLS LTD.,BSE,
BARODARY.BO,BARODA RAYON CORPORATION LTD.,BSE,
RANEHOLDIN.BO,RANE HOLDINGS LTD.,BSE,
RASANDIK.BO,Rasandik Engineering Industries India Ltd.,BSE,
RAYMOND.BO,Raymond Limited,BSE,
RANCC.BO,RANE COMPUTERS CONSULTANCY LTD,BSE,
RAYALEMA.BO,Royale Manor Hotels & Industries Ltd.,BSE,
RAGHUSYN.BO,Raghuvir Synthetics Ltd.,BSE,
RALEGRA.BO,Ravileela Granites Ltd.,BSE,
RAMCOIND.NS,Ramco Industries Limited,NSI,General Building Materials
SHIVALIK.BO,Shivalik Rasayan Ltd.,BSE,
RBL.BO,RANE BRAKE LINING LTD.,BSE,
RANEENGINE.NS,Rane Engine Valve Limited,NSI,Auto Parts
RANASUG.BO,Rana Sugars Ltd.,BSE,
RAJSREESUG.BO,RAJSHREE SUGARS & CHEMICALS LT,BSE,
RALLIS.BO,Rallis India Limited,BSE,
SRHHYPOLTD.NS,Sree Rayalaseema Hi-Strength Hypo Limited,NSI,Chemicals - Major Diversified
RAMKY.BO,RAMKY INFRASTRUCTURE LTD.,BSE,
RAMASTEEL.BO,Rama Steel Tubes Limited,BSE,
VRL.BO,VASUNDHARA RASAYANS LTD,BSE,
RAJABAH.BO,RAJA BAHADUR INTERNATIONAL LTD,BSE,
SRMCL.BO,Sri Ramakrishna Mills (Coimbatore) Limited,BSE,
RAMSONS.BO,Ramsons Projects Limited,BSE,
SHREERAM.BO,"Shree Ram Urban Infrastructure, Ltd.",BSE,
RAJOOENG.BO,Rajoo Engineers Ltd.,BSE,
RDBRL.BO,RDB RASAYANS LTD.,BSE,
RAAJMEDI.BO,RAAJ MEDISAFE INDIA LTD.,BSE,
RAGHUNAT.BO,Raghunath International Ltd.,BSE,
RANEHOLDIN.NS,Rane Holdings Limited,NSI,Auto Parts
RML.NS,Rane (Madras) Limited,NSI,Auto Parts
RAJPACK.BO,Raj Packaging Industries Ltd.,BSE,
RAIN.NS,Rain Industries Limited,NSI,Chemicals - Major Diversified
RADAAN.BO,RADAAN MEDIAWORKS (I) LTD.,BSE,
RAMCOSYS.NS,Ramco Systems Limited,NSI,Information Technology Services
RMCL.NS,Radha Madhav Corporation Limited,NSI,Packaging & Containers
RCOM.NS,Reliance Communications Limited,NSI,Wireless Communications
RCIIND.BO,RCI INDUSTRIES & TECHNOLOGIES,BSE,
RCOM.BO,Reliance Communications Ltd.,BSE,
RDBRIL.BO,RDB REALTY & INFRASTRUCTURE LT,BSE,
RIIL.NS,Reliance Industrial Infrastructure Limited,NSI,General Contractors
RESONANCE.BO,Resonance Specialties Limited,BSE,
RELINFRA.BO,Reliance Infrastructure Ltd,BSE,
RELICTEC.BO,Relic Technologies Ltd.,BSE,
REFEX.BO,Refex Industries Limited,BSE,
REDINGTON.NS,Redington (India) Limited,NSI,Information Technology Services
INDOCO.BO,Indoco Remedies Limited,BSE,
RITESHIN.BO,Ritesh International Ltd.,BSE,
RIBATEX.BO,Riba Textiles Limited,BSE,
RIR.BO,Ruttonsha International Rectifier Ltd.,BSE,
RICOAUTO.BO,Rico Auto Industries Limited,BSE,
RISHIROOP.BO,Rishiroop Limited,BSE,
RICHAIND.BO,Richa Industries Ltd,BSE,
RISHITECH.BO,RISHI TECHTEX LTD.,BSE,
RIIL.BO,Reliance Industrial Infrastructure Limited,BSE,
RIGASUG.BO,Riga Sugar Co. Ltd.,BSE,
RICOAUTO.NS,Rico Auto Industries Limited,NSI,Auto Parts
RLF.BO,RLF Ltd.,BSE,
RNBDENIMS.BO,R&B DENIMS LTD,BSE,
ROLTA.NS,Rolta India Limited,NSI,Information Technology Services
SURYAROSNI.BO,Surya Roshni Limited,BSE,
ROSSELLIND.BO,ROSSELL INDIA LTD.,BSE,
ROLTA.BO,Rolta India Limited,BSE,
ROOPAIND.BO,Roopa Industries Ltd.,BSE,
ROSELABS.BO,Roselabs Finance Limited,BSE,
RODIUM.BO,RODIUM REALTY LIMITED,BSE,
ROSEMER.BO,ROSE MERC.LTD.,BSE,
SURYAROSNI.NS,Surya Roshni Limited,NSI,Steel & Iron
ROLLT.BO,Rollatainers Limited,BSE,
ROSSELLIND.NS,Rossell India Limited,NSI,Food - Major Diversified
TATAYODOGA.BO,TAYO ROLLS LTD.,BSE,
ROYALIND.BO,ROYAL INDIA CORPORATION LIMITE,BSE,
RPPINFRA.NS,RPP Infra Projects Limited,NSI,General Contractors
RPGLIFE.BO,RPG LIFE SCIENCES LTD.,BSE,
RSYSTEMS.NS,R Systems International Limited,NSI,
RSSOFTWARE.NS,R. S. Software (India) Limited,NSI,Technical & System Software
RSSOFTWARE.BO,R.S.SOFTWARE INDIA LTD.,BSE,
RSWM.BO,RSWM LTD.,BSE,
RSYSTEMINT.BO,R SYSTEMS INTERNATIONAL LTD.,BSE,
RSWM.NS,RSWM Limited,NSI,Textile Industrial
RUBFILA.BO,Rubfila International Limited,BSE,
RUSHIL.BO,RUSHIL DECOR LTD.,BSE,
RUCHIRA.NS,Ruchira Papers Limited,NSI,Paper & Paper Products
RUSHIL.NS,Rushil D?or Limited,NSI,Home Furnishings & Fixtures
RUPA.NS,Rupa & Company Limited,NSI,Textile - Apparel Clothing
RUCHINFRA.BO,RUCHI INFRASTRUCTURE LTD.,BSE,
INDAG.BO,Indag Rubber Limited,BSE,
RUPA.BO,RUPA & COMPANY LTD.,BSE,
RUBYMILLS.NS,The Ruby Mills Limited,NSI,Textile Industrial
RUCHINFRA.NS,Ruchi Infrastructure Limited,NSI,Farm Products
HOTELRUGBY.NS,Hotel Rugby Limited,NSI,Conglomerates
HOTELRUGBY.BO,HOTEL RUGBY LTD.,BSE,
SAVERA.BO,SAVERA INDUSTRIES LTD.,BSE,
SATINDLTD.BO,Sat Industries Limited,BSE,
SASKEN.BO,Sasken Communication Technologies Limited,BSE,
SAREGAMA.BO,Saregama India Ltd,BSE,
SANGHIIND.NS,Sanghi Industries Limited,NSI,General Building Materials
SAKSOFT.NS,Saksoft Limited,NSI,Information Technology Services
SAKSOFT.BO,Saksoft Limited,BSE,
7TEC.BO,Saven Technologies Limited,BSE,
SANDESH.BO,The Sandesh Limited,BSE,
SANOFI.BO,SANOFI INDIA LTD,BSE,
SAREGAMA.NS,Saregama India Limited,NSI,Entertainment - Diversified
TIRSARJ.BO,Tirupati Sarjan Limited,BSE,
SANDESH.NS,The Sandesh Limited,NSI,Publishing - Newspapers
SANGAMIND.NS,Sangam (India) Limited,NSI,Textile Industrial
SANBLUE.BO,SANBLUE CORPORATION LTD.,BSE,
SARUPINDUS.BO,SARUP INDUSTRIES LTD.,BSE,
SALORAINTL.BO,SALORA INTERNATIONAL LTD.,BSE,
SBECSUG.BO,SBEC Sugar Limited,BSE,
SBECSYS.BO,SBEC SYSTEMS (INDIA) LTD.,BSE,
SCOOTER.BO,Scooters India Ltd.,BSE,
THOMASCOTT.NS,Thomas Scott (India) Limited,NSI,Textile - Apparel Clothing
SUVEN.BO,Suven Life Sciences Limited,BSE,
SEQUENT.BO,SEQUENT SCIENTIFIC LTD.,BSE,
MAHSCOOTER.NS,Maharashtra Scooters Limited,NSI,Auto Parts
SCTL.BO,Suncare Traders Limited,BSE,
SEQUENT.NS,Sequent Scientific Limited,NSI,Biotechnology
SCANSTL.BO,Scan Steels Limited,BSE,
MAHSCOOTER.BO,Maharashtra Scooters Ltd.,BSE,
THOMASCOTT.BO,THOMAS SCOTT (INDIA) LIMITED,BSE,
SKYSS.BO,Skypak Service Specialists Ltd.,BSE,
SERIND.BO,Ser Industries Ltd,BSE,
MAHSEAMLES.NS,Maharashtra Seamless Limited,NSI,Steel & Iron
PRIMESECU.BO,PRIME SECURITIES LTD.,BSE,
INVENTURE.NS,Inventure Growth & Securities Limited,NSI,Investment Brokerage - National
VINTAGES.BO,Vintage Securities Ltd.,BSE,
SENINFO.BO,SENTHIL INFOTEK LTD,BSE,
SGNTE.BO,SGN Telecoms Ltd.,BSE,
SHYAMTEL.NS,Shyam Telecom Limited,NSI,Communication Equipment
SHOPERSTOP.BO,Shoppers Stop Limited,BSE,
SHARP.BO,Sharp India Ltd.,BSE,
SHOPERSTOP.NS,Shoppers Stop Limited,NSI,Department Stores
SPSL.BO,Shree Precoated Steels Limited,BSE,
SHIVTEX.BO,SHIVA TEXYARN LTD.,BSE,
SHYMINV.BO,SHYAMKAMAL INVESTMENTS LTD.,BSE,
SHREYASI.BO,Shreyas Intermediates Limited,BSE,
LIBERTSHOE.BO,LIBERTY SHOES LTD.,BSE,
SHINDL.BO,SHARAT INDUSTRIES LTD.,BSE,
SHARDUL.BO,Shardul Securities Ltd.,BSE,
SHIVAMAUTO.NS,Shivam Autotech Limited,NSI,Auto Parts
SHARPINV.BO,SHARP INVESTMENTS LTD,BSE,
LIBERTSHOE.NS,Liberty Shoes Limited,NSI,Textile - Apparel Footwear & Accessories
RENUKA.NS,Shree Renuka Sugars Limited,NSI,Confectioners
SHESHAINDS.BO,SHESHADRI INDUSTRIES LIMITED,BSE,
SHRISTI.BO,Shristi Infrastructure Development Corporation Ltd.,BSE,
SHREYANIND.BO,SHREYANS INDUSTRIES LTD.,BSE,
SHIKHAR.BO,SHIKHAR CONSULTANTS LTD.,BSE,
SHREMETAL.BO,SHREE METALLOYS LTD.,BSE,
SHVSUIT.BO,SHIVA SUITINGS LTD.,BSE,
SHILGRAVQ.BO,Shilp Gravures Limited,BSE,
SHEMAROO.BO,SHEMAROO ENTERTAINMENT LIMITED,BSE,
SHABCHM.BO,SHABA CHEMICALS LTD.,BSE,
SHIVAMAUTO.BO,SHIVAM AUTOTECH LTD.,BSE,
SHYAMTEL.BO,SHYAM TELECOM LTD.,BSE,
SHAMROIN.BO,SHAMROCK INDUSTRIAL CO.LTD.,BSE,
STAR.NS,Strides Shasun Limited,NSI,Drugs - Generic
SHREYANIND.NS,Shreyans Industries Limited,NSI,Paper & Paper Products
SHILPAMED.BO,SHILPA MEDICARE LTD.,BSE,
SIPL.BO,SHELTER INFRA PROJECTS LTD.,BSE,
SRTRANSFIN.BO,SHRIRAM TRANSPORT FINANCE CO.L,BSE,
SHREEPAC.BO,Shree Pacetronix Ltd,BSE,
SHILCTECH.BO,Shilchar Technologies Limited,BSE,
SIPIND.BO,SIP Industries Ltd.,BSE,
SIMPLEXINF.BO,SIMPLEX INFRASTRUCTURES LTD.,BSE,
SILVERLINE.BO,SILVERLINE TECHNOLOGIES LTD.,BSE,
SIKA.BO,Sika Interplant Systems Ltd.,BSE,
SIEMENS.BO,Siemens Limited,BSE,
SIMMOND.BO,Simmonds-Marshall Ltd,BSE,
SINCLAIR.BO,Sinclairs Hotels Limited,BSE,
SIMBHALS.NS,Simbhaoli Sugars Limited,NSI,Confectioners
SILINV.BO,SIL INVESTMENTS LTD.,BSE,
SIYSIL.NS,Siyaram Silk Mills Limited,NSI,Textile Industrial
SIEL.BO,SUPERIOR INDUSTRIAL ENTERPRISE,BSE,
SIL.BO,STANDARD INDUSTRIES LTD.,BSE,
SILINFRA.BO,SILVERPOINT INFRATECH LTD,BSE,
SIMBHALS.BO,Simbhaoli Sugars Limited,BSE,
SICAGEN.BO,Sicagen India Limited,BSE,
SIENERGY.BO,SINNER ENERGY INDIA LIMITED,BSE,
SIMPLEXCAS.BO,SIMPLEX CASTINGS LTD.,BSE,
SIMPLXMIL.BO,Simplex Mills Company Limited,BSE,
SINGER.BO,Singer India Ltd.,BSE,
SIYSIL.BO,SIYARAM SILK MILLS LTD.,BSE,
SILINV.NS,SIL Investments Ltd.,NSI,Asset Management
SIGNETIND.BO,SIGNET INDUSTRIES LIMITED,BSE,
SINTEX.NS,Sintex Industries Limited,NSI,General Building Materials
SINDHUTRAD.BO,SINDHU TRADE LINKS LIMITED,BSE,
SIMPLXREA.BO,Simplex Realty Limited,BSE,
SIL.NS,Standard Industries Limited,NSI,Textile Industrial
SIMPLEXINF.NS,Simplex Infrastructures Limited,NSI,General Contractors
SJVN.NS,SJVN Limited,NSI,Electric Utilities
SJVN.BO,SJVN Limited,BSE,
SKIPPER.NS,Skipper Limited,NSI,General Contractors
SKPSEC.BO,SKP Securities Limited,BSE,
SKIPPER.BO,SKIPPER LTD,BSE,
SKFINDIA.BO,SKF INDIA LTD.,BSE,
SKIL.NS,SKIL Infrastructure Limited,NSI,General Contractors
SOMATEX.BO,Soma Textiles & Industries Limited,BSE,
SOLIDSTON.BO,Solid Stone Company Limited,BSE,
SOLARINDS.NS,Solar Industries India Limited,NSI,
COMPUSOFT.BO,COMPUCOM SOFTWARE LTD.,BSE,
TELESYS.BO,TELESYS SOFTWARE LTD.,BSE,
CALSOFT.BO,CALIFORNIA SOFTWARE CO.LTD.,BSE,
B2BSOFT.BO,B2B Software Technologies Ltd.,BSE,
COMPUSOFT.NS,Compucom Software Limited,NSI,Education & Training Services
WEPSOLN.BO,WEP SOLUTIONS LTD.,BSE,
INTELSOFT.BO,INTEGRA TELECOMMUNICATION & SO,BSE,
INDINFO.BO,Indian Infotech & Software Ltd.,BSE,
SURANASOL.BO,SURANA SOLAR LTD.,BSE,
AURIONPRO.BO,aurionPro Solutions Limited,BSE,
SOBHA.BO,Sobha Limited,BSE,
SONAL.BO,Sonal Mercantile Limited,BSE,
CALSOFT.NS,California Software Company Limited,NSI,Technical & System Software
SOBHA.NS,Sobha Limited,NSI,Real Estate Development
AURIONPRO.NS,aurionPro Solutions Limited,NSI,Business Software & Services
TAKE.BO,Take Solutions Ltd.,BSE,
USGTECH.BO,USG TECH SOLUTIONS LTD.,BSE,
TERASOFT.BO,Tera Software Ltd.,BSE,
STHINPA.BO,The South India Paper Mills Limited,BSE,
SOMATEX.NS,Soma Textiles & Industries Limited,NSI,Textile Industrial
SPSINT.BO,SPS International Ltd.,BSE,
SPLIL.BO,Spl Industries Ltd,BSE,
SPMLINFRA.NS,SPML Infra Limited,NSI,General Contractors
MILKSPL.BO,MILK SPECIALITIES LTD.,BSE,
SPENTEX.NS,Spentex Industries Limited,NSI,Textile Industrial
UNITDSPR.BO,United Spirits Limited,BSE,
SPECIALITY.NS,Speciality Restaurants Limited,NSI,Restaurants
SPENTEX.BO,Spentex Industries Limited,BSE,
SPLIL.NS,SPL Industries Limited,NSI,Textile - Apparel Clothing
VSSL.NS,Vardhman Special Steels Limited,NSI,Steel & Iron
